,id_post,fecha_publicacion,hora,categoria,impresiones,vistas,likes,comentarios,shares,longitud,mes,engagement,engage_pond,rango_longitud
961,962,2026-08-01 17:31:37,17,tech,2221,2052,48,16,37,390,8,4.92,19.88,Medio
962,963,2026-06-27 11:24:15,11,business,10938,7888,181,74,35,136,6,3.68,9.6,Muy Corto
963,964,2026-06-19 07:58:27,7,design,1506,1066,54,7,2,411,6,5.91,9.19,Medio
964,965,2026-04-07 14:48:14,14,tech,5658,4878,144,40,60,147,4,5.0,16.07,Muy Corto
965,966,2026-04-26 14:12:49,14,design,1574,1481,110,7,6,235,4,8.31,12.56,Corto
966,967,2026-04-13 11:37:25,11,design,642,488,41,2,1,258,4,9.02,11.68,Corto
967,968,2026-03-10 07:15:21,7,tech,742,660,19,3,5,468,3,4.09,10.76,Medio
968,969,2026-05-26 15:21:18,15,tech,3557,2535,77,18,29,349,5,4.89,15.03,Corto
969,970,2026-06-15 16:51:27,16,design,5028,3585,285,12,17,275,6,8.76,13.08,Corto
970,971,2026-04-12 09:35:35,9,design,5492,5097,273,11,18,352,4,5.93,9.04,Corto
971,972,2026-04-02 17:24:14,17,business,4766,3407,43,18,33,122,4,2.76,11.12,Muy Corto
972,973,2026-07-26 10:14:41,10,tech,4749,3964,146,39,71,510,7,6.46,21.95,Medio
973,974,2026-05-05 17:38:57,17,business,1076,880,21,3,5,116,5,3.3,8.3,Muy Corto
974,975,2026-07-18 19:01:28,19,business,1084,791,16,3,4,101,7,2.91,7.59,Muy Corto
975,976,2026-03-18 06:41:56,6,design,5957,5588,306,37,16,278,3,6.42,10.42,Corto
976,977,2026-05-26 08:03:12,8,tech,3482,2873,109,40,43,265,5,6.68,21.34,Corto
977,978,2026-05-08 19:06:27,19,tech,2152,1768,52,22,23,456,5,5.49,18.33,Medio
978,979,2026-03-08 15:33:29,15,tech,578,443,10,3,4,424,3,3.84,12.19,Medio
979,980,2026-06-10 22:09:35,22,tech,3891,3445,80,24,54,254,6,4.59,17.65,Corto
980,981,2026-07-13 16:19:46,16,tech,4135,3491,138,43,43,299,7,6.42,18.73,Corto
981,982,2026-03-28 09:50:11,9,business,885,768,17,5,7,153,3,3.78,12.11,Muy Corto
982,983,2026-07-24 09:08:19,9,design,3269,3034,260,7,9,313,7,9.1,11.87,Corto
983,984,2026-03-17 17:13:50,17,design,8611,5606,434,38,23,278,3,8.83,13.74,Corto
984,985,2026-07-29 08:42:07,8,tech,32475,28620,574,230,489,370,7,4.52,18.89,Corto
985,986,2026-03-05 10:52:30,10,design,45611,37422,1911,133,165,246,3,5.9,10.06,Corto
986,987,2026-04-02 21:03:17,21,design,9572,7512,556,44,42,311,4,8.55,14.22,Corto
987,988,2026-07-03 18:56:18,18,business,8226,7497,135,43,51,162,7,3.05,9.54,Muy Corto
988,989,2026-07-19 10:24:48,10,design,5309,4428,280,11,16,268,7,6.93,10.21,Corto
989,990,2026-07-27 16:56:58,16,business,289,202,3,1,1,143,7,2.48,7.43,Muy Corto
990,991,2026-06-17 13:53:23,13,tech,615,410,10,3,3,313,6,3.9,11.22,Corto
991,992,2026-06-28 13:26:17,13,tech,7042,5652,140,52,82,441,6,4.85,17.76,Medio
992,993,2026-06-30 13:01:24,13,business,6445,5395,83,24,42,130,6,2.76,9.55,Muy Corto
993,994,2026-05-08 10:33:34,10,business,2440,1931,50,8,7,104,5,3.37,7.15,Muy Corto
994,995,2026-03-11 09:48:46,9,tech,24552,16110,507,154,219,413,3,5.46,17.85,Medio
995,996,2026-06-14 07:33:08,7,tech,1101,890,31,4,14,466,6,5.51,17.87,Medio
996,997,2026-03-04 21:15:23,21,tech,2410,1906,38,13,20,446,3,3.73,13.12,Medio
997,998,2026-08-18 17:01:34,17,design,27826,20430,1632,70,111,327,8,8.87,13.71,Corto
998,999,2026-06-22 16:59:28,16,design,941,690,50,4,3,254,6,8.26,13.04,Corto
999,1000,2026-06-02 06:04:20,6,tech,3464,2313,79,16,25,564,6,5.19,14.83,Largo
1000,1001,2026-08-07 17:41:16,17,business,5465,4407,118,23,39,216,8,4.08,11.84,Corto
1001,1002,2026-06-23 08:00:14,8,tech,2458,2158,51,31,41,505,6,5.7,23.31,Medio
1002,1003,2026-07-10 09:38:44,9,business,3518,2481,66,12,15,204,7,3.75,9.43,Corto
1003,1004,2026-05-08 16:42:25,16,design,45388,35926,3019,282,148,313,5,9.6,14.84,Corto
1004,1005,2026-06-06 17:38:55,17,design,2094,1425,96,11,5,303,6,7.86,12.63,Corto
1005,1006,2026-05-31 11:54:20,11,design,620,575,46,2,1,301,5,8.52,10.78,Corto
1006,1007,2026-02-21 08:24:58,8,design,1553,1101,65,8,4,270,2,6.99,11.72,Corto
1007,1008,2026-08-13 18:00:10,18,tech,13326,9275,261,88,88,538,8,4.71,14.2,Medio
1008,1009,2026-07-13 10:33:40,10,tech,6680,6119,186,41,122,329,7,5.7,21.67,Corto
1009,1010,2026-04-20 10:04:50,10,tech,15477,11050,440,91,166,338,4,6.31,19.29,Corto
1010,1011,2026-03-17 18:59:27,18,business,325,264,4,2,1,157,3,2.65,7.58,Muy Corto
1011,1012,2026-06-18 11:19:48,11,tech,11941,9749,197,121,156,323,6,4.86,19.79,Corto
1012,1013,2026-02-25 16:45:28,16,design,5624,4530,304,24,21,362,2,7.7,12.54,Corto
1013,1014,2026-08-12 03:02:18,3,business,1371,1208,32,4,10,94,8,3.81,10.6,Muy Corto
1014,1015,2026-07-27 09:12:18,9,business,7272,6558,174,41,32,173,7,3.77,9.06,Muy Corto
1015,1016,2026-07-13 18:53:31,18,design,21524,14973,1015,83,85,242,7,7.9,13.54,Corto
1016,1017,2026-04-24 20:11:36,20,tech,4270,4034,122,36,66,479,4,5.55,19.68,Medio
1017,1018,2026-04-20 22:26:00,22,tech,6718,5292,155,55,103,330,4,5.91,22.66,Corto
1018,1019,2026-06-09 13:01:36,13,tech,1718,1243,25,8,11,406,6,3.54,11.67,Medio
1019,1020,2026-04-30 08:58:54,8,business,37025,29054,868,131,248,123,4,4.29,11.62,Muy Corto
1020,1021,2026-04-15 17:36:55,17,business,13012,8749,96,60,73,171,4,2.62,10.52,Muy Corto
1021,1022,2026-03-09 11:33:41,11,business,12327,9488,215,61,45,128,3,3.38,8.63,Muy Corto
1022,1023,2026-02-20 16:58:01,16,tech,1120,1043,27,11,20,658,2,5.56,22.15,Largo
1023,1024,2026-07-24 12:17:34,12,design,4257,3590,239,11,9,260,7,7.21,9.89,Corto
1024,1025,2026-03-24 13:23:40,13,business,5716,4291,48,15,18,125,3,1.89,5.87,Muy Corto
1025,1026,2026-05-09 18:49:30,18,design,2672,1892,118,4,6,277,5,6.77,9.62,Corto
1026,1027,2026-06-02 11:50:22,11,tech,347,240,5,2,4,436,6,4.58,18.75,Medio
1027,1028,2026-08-18 04:30:58,4,tech,484,378,13,3,4,472,8,5.29,15.08,Medio
1028,1029,2026-06-20 23:41:22,23,tech,5252,3840,104,37,51,514,6,5.0,17.19,Medio
1029,1030,2026-03-08 06:41:46,6,tech,861,700,24,7,12,480,3,6.14,21.14,Medio
1030,1031,2026-04-02 14:38:02,14,tech,2841,2265,48,31,24,471,4,4.55,16.07,Medio
1031,1032,2026-07-23 13:06:42,13,tech,4756,3433,130,21,54,392,7,5.97,18.82,Medio
1032,1033,2026-07-16 10:40:25,10,tech,3171,2747,96,24,29,481,7,5.42,15.44,Medio
1033,1034,2026-08-11 17:35:11,17,business,5289,4257,107,18,22,146,8,3.45,8.34,Muy Corto
1034,1035,2026-02-23 01:33:23,1,design,1825,1581,111,6,6,369,2,7.78,11.57,Corto
1035,1036,2026-03-24 09:26:16,9,business,1106,734,20,7,5,184,3,4.36,11.99,Muy Corto
1036,1037,2026-03-22 09:00:54,9,design,6744,5556,411,40,20,328,3,8.48,13.16,Corto
1037,1038,2026-06-26 01:03:21,1,business,1338,1236,31,8,8,175,6,3.8,10.28,Muy Corto
1038,1039,2026-06-18 17:09:53,17,tech,1914,1568,61,10,24,388,6,6.06,18.69,Medio
1039,1040,2026-06-18 17:33:19,17,tech,438,355,7,3,5,427,6,4.23,16.62,Medio
1040,1041,2026-08-15 11:39:30,11,design,13199,11594,833,89,38,314,8,8.28,12.88,Corto
1041,1042,2026-04-14 16:03:26,16,business,3367,2245,61,21,19,165,4,4.5,13.23,Muy Corto
1042,1043,2026-02-27 10:35:31,10,design,22674,21410,1658,93,94,403,2,8.62,12.99,Medio
1043,1044,2026-04-23 09:05:11,9,business,58571,42461,1068,139,278,120,4,3.5,9.06,Muy Corto
1044,1045,2026-07-26 07:09:58,7,business,245,187,4,1,1,130,7,3.21,8.56,Muy Corto
1045,1046,2026-05-13 01:53:11,1,tech,8978,7607,231,112,73,342,5,5.47,16.6,Corto
1046,1047,2026-05-09 16:03:50,16,design,15419,11885,944,70,28,379,5,8.77,12.18,Medio
1047,1048,2026-04-06 15:14:52,15,tech,512,395,15,4,7,354,4,6.58,22.03,Corto
1048,1049,2026-05-21 12:53:27,12,tech,5998,4733,106,59,46,298,5,4.46,15.0,Corto
1049,1050,2026-05-13 10:38:31,10,tech,3408,2295,48,34,24,499,5,4.62,16.38,Medio
1050,1051,2026-03-10 13:38:28,13,tech,5889,5503,146,76,94,396,3,5.74,21.84,Medio
1051,1052,2026-07-04 08:53:41,8,tech,24809,18655,465,211,344,291,7,5.47,21.77,Corto
1052,1053,2026-03-11 09:55:07,9,design,27576,24847,2016,186,70,331,3,9.14,13.36,Corto
1053,1054,2026-08-18 11:34:04,11,tech,9890,7509,162,104,80,420,8,4.61,16.22,Medio
1054,1055,2026-06-09 12:28:53,12,design,3694,3431,231,27,14,352,6,7.93,13.14,Corto
1055,1056,2026-06-17 09:56:36,9,design,1537,1157,83,7,4,185,6,8.12,12.36,Muy Corto
1056,1057,2026-08-11 08:49:53,8,design,9224,6580,571,22,22,383,8,9.35,12.69,Medio
1057,1058,2026-06-01 17:43:35,17,tech,9689,8385,332,92,105,191,6,6.31,18.37,Muy Corto
1058,1059,2026-06-02 22:48:32,22,tech,723,603,17,3,7,349,6,4.48,14.1,Corto
1059,1060,2026-05-22 11:04:42,11,tech,2447,1732,42,24,24,393,5,5.2,19.05,Medio
1060,1061,2026-03-19 18:10:58,18,tech,2093,1871,45,27,21,498,3,4.97,17.16,Medio
1061,1062,2026-06-22 09:25:07,9,business,2887,2512,50,22,11,137,6,3.3,9.0,Muy Corto
1062,1063,2026-03-11 11:05:40,11,tech,2260,1881,52,21,23,380,3,5.1,17.01,Medio
1063,1064,2026-05-09 15:03:21,15,tech,7840,7179,248,47,118,407,5,5.75,19.22,Medio
1064,1065,2026-04-29 19:10:08,19,tech,1119,835,23,10,9,581,4,5.03,16.17,Largo
1065,1066,2026-03-22 11:00:10,11,design,1510,1165,86,9,5,290,3,8.58,13.91,Corto
1066,1067,2026-06-07 18:35:23,18,design,25063,16954,1159,91,44,359,6,7.63,11.06,Corto
1067,1068,2026-06-22 16:23:37,16,tech,13228,9633,214,128,125,547,6,4.85,17.92,Largo
1068,1069,2026-07-23 20:54:34,20,tech,1620,1306,44,17,16,310,7,5.9,18.38,Corto
1069,1070,2026-04-15 13:32:39,13,tech,694,474,12,3,5,474,4,4.22,13.5,Medio
1070,1071,2026-05-17 13:51:27,13,tech,2808,2233,78,14,29,267,5,5.42,16.39,Corto
1071,1072,2026-05-26 11:45:29,11,tech,61148,44187,884,433,789,434,5,4.77,20.21,Medio
1072,1073,2026-08-05 14:05:10,14,design,2285,1827,147,12,8,328,8,9.14,14.18,Corto
1073,1074,2026-06-15 09:45:26,9,tech,472,446,13,2,6,265,6,4.71,15.47,Corto
1074,1075,2026-06-13 19:43:34,19,design,4059,3369,211,14,8,277,6,6.92,9.82,Corto
1075,1076,2026-05-10 06:40:16,6,business,1600,1425,37,7,5,132,5,3.44,7.37,Muy Corto
1076,1077,2026-07-23 20:41:37,20,business,5879,3882,63,13,29,144,7,2.7,8.94,Muy Corto
1077,1078,2026-08-14 08:18:51,8,tech,1130,1009,35,14,12,368,8,6.05,18.53,Corto
1078,1079,2026-08-01 14:28:44,14,tech,1850,1220,46,13,18,316,8,6.31,19.84,Corto
1079,1080,2026-06-08 16:15:02,16,design,2650,2146,151,10,7,376,6,7.83,11.51,Medio
1080,1081,2026-06-18 16:18:12,16,design,21710,18011,1038,49,71,358,6,6.43,10.0,Corto
1081,1082,2026-05-02 15:32:45,15,tech,7988,6001,177,79,87,449,5,5.72,19.81,Medio
1082,1083,2026-06-21 18:40:01,18,tech,30754,26519,760,304,507,394,6,5.92,22.75,Medio
1083,1084,2026-05-16 14:06:57,14,tech,498,360,12,2,3,254,5,4.72,12.22,Corto
1084,1085,2026-04-11 18:08:06,18,design,17677,15219,763,78,88,238,4,6.1,11.69,Corto
1085,1086,2026-04-15 13:46:48,13,tech,2095,1573,44,20,24,578,4,5.59,20.09,Largo
1086,1087,2026-05-14 18:59:32,18,tech,4565,3338,109,23,27,539,5,4.76,12.49,Medio
1087,1088,2026-03-02 14:27:33,14,tech,735,576,20,4,9,552,3,5.73,18.75,Largo
1088,1089,2026-08-11 18:56:35,18,tech,3290,2917,80,20,42,385,8,4.87,17.0,Medio
1089,1090,2026-07-23 09:12:26,9,business,3010,2805,74,23,17,143,7,4.06,10.77,Muy Corto
1090,1091,2026-07-06 09:13:43,9,design,1727,1232,100,8,3,380,7,9.01,12.66,Medio
1091,1092,2026-03-02 18:41:26,18,design,103628,89071,7897,679,189,289,3,9.84,13.61,Corto
1092,1093,2026-03-02 14:57:11,14,business,2072,1902,36,12,18,181,3,3.47,11.99,Muy Corto
1093,1094,2026-06-09 11:19:57,11,tech,25481,24004,633,308,226,373,6,4.86,15.3,Corto
1094,1095,2026-08-14 20:14:31,20,tech,453,348,13,2,3,374,8,5.17,12.93,Corto
1095,1096,2026-03-13 16:50:37,16,design,825,617,34,4,2,249,3,6.48,10.7,Corto
1096,1097,2026-03-11 09:30:13,9,tech,20984,18649,705,122,240,617,3,5.72,16.69,Largo
1097,1098,2026-07-11 08:19:07,8,design,719,526,34,2,3,315,7,7.41,12.55,Corto
1098,1099,2026-07-21 09:03:30,9,business,2200,1742,31,16,16,179,7,3.62,12.8,Muy Corto
1099,1100,2026-07-24 15:31:51,15,business,6635,4683,115,32,41,121,7,4.01,12.19,Muy Corto
1100,1101,2026-08-02 08:14:48,8,tech,5078,4369,148,22,68,489,8,5.45,17.85,Medio
1101,1102,2026-05-28 20:05:51,20,business,5066,4432,53,18,22,112,5,2.1,6.79,Muy Corto
1102,1103,2026-05-03 08:06:43,8,design,2909,2509,177,12,11,276,5,7.97,12.48,Corto
1103,1104,2026-07-09 08:40:38,8,business,9225,6239,127,43,35,157,7,3.29,9.28,Muy Corto
1104,1105,2026-03-25 09:10:04,9,tech,19809,16707,600,204,263,379,3,6.39,21.07,Medio
1105,1106,2026-06-01 07:09:12,7,business,16646,13073,227,84,102,180,6,3.16,10.55,Muy Corto
1106,1107,2026-04-03 18:02:58,18,business,25169,21975,302,144,128,159,4,2.61,8.66,Muy Corto
1107,1108,2026-06-27 09:28:49,9,design,5188,4615,342,17,25,327,6,8.32,13.22,Corto
1108,1109,2026-08-18 16:12:17,16,design,1775,1644,138,12,5,309,8,9.43,13.75,Corto
1109,1110,2026-03-15 12:54:06,12,design,3161,2142,176,14,9,340,3,9.29,14.19,Corto
1110,1111,2026-03-28 18:50:55,18,design,5436,3677,277,28,21,248,3,8.87,15.15,Corto
1111,1112,2026-04-29 08:27:31,8,tech,6511,4664,133,29,80,370,4,5.19,19.06,Corto
1112,1113,2026-02-24 16:25:21,16,design,9290,6793,345,16,31,301,2,5.77,9.67,Corto
1113,1114,2026-05-24 08:06:39,8,tech,9295,6996,173,102,103,186,5,5.4,20.08,Muy Corto
1114,1115,2026-04-04 15:07:38,15,tech,8585,6059,157,62,56,416,4,4.54,14.08,Medio
1115,1116,2026-02-25 12:35:00,12,business,2748,2165,64,7,17,120,2,4.06,10.53,Muy Corto
1116,1117,2026-06-11 11:36:12,11,design,3350,2893,221,15,6,253,6,8.37,11.37,Corto
1117,1118,2026-04-07 09:54:30,9,design,13152,11219,909,81,33,316,4,9.12,13.34,Corto
1118,1119,2026-03-30 10:51:42,10,design,4607,3175,237,24,12,274,3,8.6,13.51,Corto
1119,1120,2026-03-02 12:46:13,12,business,3925,2849,41,26,22,142,3,3.12,11.27,Muy Corto
1120,1121,2026-05-22 09:18:17,9,design,1952,1785,132,3,6,336,5,7.9,10.76,Corto
1121,1122,2026-06-21 17:18:36,17,design,970,705,40,2,1,313,6,6.1,7.94,Corto
1122,1123,2026-05-14 10:53:03,10,tech,9480,7418,286,64,122,225,5,6.36,20.46,Corto
1123,1124,2026-07-07 08:11:31,8,design,5220,4605,282,16,14,352,7,6.78,9.95,Corto
1124,1125,2026-08-15 16:16:43,16,business,2332,2133,44,8,13,145,8,3.05,8.44,Muy Corto
1125,1126,2026-04-02 13:16:25,13,business,4778,3276,61,24,19,187,4,3.17,9.43,Muy Corto
1126,1127,2026-05-27 10:24:22,10,tech,60427,53157,1215,519,685,491,5,4.55,16.5,Medio
1127,1128,2026-06-09 15:42:47,15,tech,2183,1852,62,13,32,539,6,5.78,19.98,Medio
1128,1129,2026-06-11 11:30:02,11,tech,43893,32747,961,327,639,437,6,5.88,22.54,Medio
1129,1130,2026-05-19 13:11:48,13,tech,1860,1375,33,17,18,345,5,4.95,17.82,Corto
1130,1131,2026-07-07 15:29:41,15,design,909,658,59,4,3,337,7,10.03,15.05,Corto
1131,1132,2026-03-31 16:23:19,16,business,2579,2016,22,18,17,197,3,2.83,11.41,Muy Corto
1132,1133,2026-04-21 16:56:43,16,business,1751,1211,12,3,8,110,4,1.9,7.27,Muy Corto
1133,1134,2026-03-22 17:50:43,17,design,6831,5274,318,23,23,247,3,6.9,11.26,Corto
1134,1135,2026-06-16 12:26:19,12,tech,2140,2030,63,24,36,161,6,6.06,22.02,Muy Corto
1135,1136,2026-03-11 01:38:10,1,business,425,390,9,2,3,131,3,3.59,10.51,Muy Corto
1136,1137,2026-08-14 10:30:13,10,tech,2074,1373,36,12,25,383,8,5.32,20.68,Medio
1137,1138,2026-02-22 09:42:48,9,design,1819,1253,75,8,6,369,2,7.1,12.37,Corto
1138,1139,2026-04-19 09:25:49,9,tech,20859,14317,356,129,266,577,4,5.25,20.95,Largo
1139,1140,2026-04-18 17:41:32,17,tech,17257,14911,440,165,198,428,4,5.39,18.0,Medio
1140,1141,2026-07-04 11:28:34,11,tech,8077,6014,223,76,89,572,7,6.45,20.6,Largo
1141,1142,2026-03-27 15:27:27,15,tech,691,555,17,4,7,379,3,5.05,16.04,Medio
1142,1143,2026-08-14 09:36:34,9,tech,12485,10704,330,54,185,214,8,5.32,18.93,Corto
1143,1144,2026-03-10 08:06:14,8,design,11051,8508,678,51,29,257,3,8.91,13.09,Corto
1144,1145,2026-02-28 10:04:32,10,tech,1528,1236,47,6,14,333,2,5.42,14.81,Corto
1145,1146,2026-06-28 19:03:31,19,design,1339,1145,67,5,5,350,6,6.72,11.09,Corto
1146,1147,2026-08-18 10:01:24,10,tech,3529,2614,101,16,27,410,8,5.51,14.58,Medio
1147,1148,2026-04-16 13:39:08,13,design,1343,1230,80,6,6,210,4,7.48,12.36,Corto
1148,1149,2026-08-01 09:23:42,9,tech,3667,3005,111,16,56,372,8,6.09,20.73,Corto
1149,1150,2026-07-16 16:41:10,16,design,2510,1774,116,13,5,282,7,7.55,11.72,Corto
1150,1151,2026-07-10 10:13:13,10,design,1805,1691,98,6,9,340,7,6.68,11.47,Corto
1151,1152,2026-03-11 10:55:40,10,tech,3655,3274,108,39,62,478,3,6.38,23.21,Medio
1152,1153,2026-07-01 10:39:35,10,tech,6315,5600,181,75,81,361,7,6.02,20.16,Corto
1153,1154,2026-06-14 11:36:21,11,design,29220,23529,1445,52,113,274,6,6.84,10.87,Corto
1154,1155,2026-05-04 15:56:58,15,tech,10187,6919,206,63,124,512,5,5.68,20.96,Medio
1155,1156,2026-07-27 11:42:23,11,tech,6255,5574,140,32,93,222,7,4.75,18.16,Corto
1156,1157,2026-05-07 16:41:57,16,tech,9819,7489,170,83,106,492,5,4.79,18.03,Medio
1157,1158,2026-04-15 10:07:10,10,business,2656,2090,37,14,16,136,4,3.21,10.57,Muy Corto
1158,1159,2026-04-08 09:58:16,9,tech,1079,1020,20,8,17,285,4,4.41,18.43,Corto
1159,1160,2026-04-17 19:00:34,19,tech,18811,16568,633,141,171,488,4,5.7,15.48,Medio
1160,1161,2026-04-27 09:15:24,9,design,13107,9669,849,28,47,306,4,9.56,13.83,Corto
1161,1162,2026-06-28 11:42:36,11,tech,7208,5740,156,38,72,670,6,4.63,15.4,Largo
1162,1163,2026-07-05 15:27:00,15,design,29038,19679,1515,152,60,324,7,8.78,13.23,Corto
1163,1164,2026-06-23 22:43:51,22,design,1209,940,76,5,4,186,6,9.04,13.62,Muy Corto
1164,1165,2026-02-21 15:17:25,15,design,232,215,12,1,0,294,2,6.05,7.44,Corto
1165,1166,2026-03-16 09:27:26,9,tech,973,815,18,8,15,339,3,5.03,20.86,Corto
1166,1167,2026-02-24 09:42:55,9,tech,6284,4554,97,45,68,384,2,4.61,18.03,Medio
1167,1168,2026-06-14 18:29:39,18,tech,13278,9263,236,91,160,451,6,5.26,20.3,Medio
1168,1169,2026-04-05 12:43:59,12,business,10127,8124,208,31,62,134,4,3.71,10.19,Muy Corto
1169,1170,2026-05-26 07:07:41,7,tech,3732,3041,113,40,36,400,5,6.22,18.45,Medio
1170,1171,2026-08-05 14:50:04,14,design,1273,993,85,3,4,315,8,9.26,12.99,Corto
1171,1172,2026-06-10 09:25:44,9,tech,2640,2088,48,13,23,445,6,4.02,13.6,Medio
1172,1173,2026-05-21 08:09:52,8,business,5277,3684,83,33,31,172,5,3.99,12.57,Muy Corto
1173,1174,2026-04-20 12:50:22,12,tech,6343,4455,98,60,45,406,4,4.56,15.67,Medio
1174,1175,2026-07-10 16:46:14,16,tech,28921,20078,438,277,336,461,7,5.23,21.09,Medio
1175,1176,2026-05-18 18:24:52,18,tech,9363,7421,270,94,119,540,5,6.51,21.53,Medio
1176,1177,2026-03-13 08:32:00,8,tech,1590,1475,37,19,19,485,3,5.08,17.97,Medio
1177,1178,2026-08-12 12:33:15,12,design,1075,909,47,4,5,324,8,6.16,11.33,Corto
1178,1179,2026-07-14 11:47:16,11,business,2945,2518,70,9,18,203,7,3.85,9.93,Corto
1179,1180,2026-03-09 15:33:12,15,tech,12581,11239,355,64,150,353,3,5.06,16.11,Corto
1180,1181,2026-06-16 08:49:53,8,design,1557,1179,63,5,5,291,6,6.19,10.43,Corto
1181,1182,2026-06-02 11:14:33,11,design,683,641,47,2,2,283,6,7.96,11.08,Corto
1182,1183,2026-02-26 16:41:38,16,business,84646,73058,1381,441,443,154,2,3.1,9.16,Muy Corto
1183,1184,2026-05-04 08:52:08,8,business,17799,11982,182,73,56,121,5,2.6,7.69,Muy Corto
1184,1185,2026-04-15 11:44:58,11,design,5842,4067,335,26,21,348,4,9.39,14.93,Corto
1185,1186,2026-07-26 23:05:11,23,tech,3355,2611,66,16,44,341,7,4.83,18.46,Corto
1186,1187,2026-06-06 10:59:35,10,tech,636,457,16,6,6,272,6,6.13,19.26,Corto
1187,1188,2026-08-10 10:56:04,10,design,3101,2435,158,9,11,306,8,7.31,11.58,Corto
1188,1189,2026-07-26 10:54:22,10,tech,715,610,16,6,9,387,7,5.08,18.36,Medio
1189,1190,2026-07-22 14:26:30,14,tech,17300,15084,466,185,293,270,7,6.26,23.53,Corto
1190,1191,2026-07-23 14:16:04,14,tech,3525,2896,94,21,53,415,7,5.8,20.79,Medio
1191,1192,2026-06-24 07:19:22,7,business,4008,3178,69,21,17,148,6,3.37,9.09,Muy Corto
1192,1193,2026-04-26 04:44:37,4,tech,224,183,5,2,3,347,4,5.46,20.22,Corto
1193,1194,2026-06-01 10:57:05,10,tech,3727,2732,79,24,35,297,6,5.05,16.65,Corto
1194,1195,2026-04-23 19:23:41,19,tech,1007,813,29,5,8,372,4,5.17,13.9,Corto
1195,1196,2026-04-07 13:28:16,13,tech,1417,1338,46,16,22,390,4,6.28,21.38,Medio
1196,1197,2026-03-15 04:05:45,4,tech,1252,1115,32,12,19,309,3,5.65,20.81,Corto
1197,1198,2026-07-21 18:22:22,18,tech,3954,2904,110,22,47,404,7,6.16,19.77,Medio
1198,1199,2026-08-09 17:22:45,17,design,3981,3025,269,18,7,334,8,9.72,13.12,Corto
1199,1200,2026-04-19 13:09:44,13,business,969,794,8,2,5,183,4,1.89,7.05,Muy Corto
1200,1201,2026-03-17 11:24:55,11,tech,1819,1497,42,15,12,303,3,4.61,13.23,Corto
1201,1202,2026-07-18 12:12:05,12,design,1228,981,54,5,3,297,7,6.32,9.99,Corto
1202,1203,2026-06-18 11:45:50,11,tech,7021,4659,121,62,55,324,6,5.11,17.36,Corto
1203,1204,2026-06-28 15:12:09,15,tech,464,371,11,3,2,493,6,4.31,10.51,Medio
1204,1205,2026-05-30 00:01:33,0,tech,3639,2457,74,27,25,376,5,5.13,15.55,Medio
1205,1206,2026-07-25 07:19:54,7,business,2888,2067,25,15,10,96,7,2.42,7.98,Muy Corto
1206,1207,2026-06-27 13:41:28,13,tech,607,565,16,6,8,438,6,5.31,18.41,Medio
1207,1208,2026-08-02 18:24:09,18,design,53724,35715,2903,130,97,340,8,8.76,11.76,Corto
1208,1209,2026-04-27 15:33:07,15,tech,3883,2923,78,36,43,525,4,5.37,19.36,Medio
1209,1210,2026-04-28 13:04:28,13,business,3675,2853,40,20,17,123,4,2.7,8.97,Muy Corto
1210,1211,2026-04-27 08:03:42,8,business,2259,1677,32,10,15,176,4,3.4,11.45,Muy Corto
1211,1212,2026-06-21 08:06:40,8,business,4335,3113,79,18,23,209,6,3.85,10.76,Corto
1212,1213,2026-05-13 19:00:04,19,tech,1429,1192,26,9,15,316,5,4.19,15.27,Corto
1213,1214,2026-06-10 18:57:16,18,tech,819,633,19,5,5,554,6,4.58,12.48,Largo
1214,1215,2026-03-23 07:16:20,7,tech,8990,7526,250,52,88,352,3,5.18,15.44,Corto
1215,1216,2026-06-16 18:59:21,18,design,2844,2513,138,19,7,287,6,6.53,10.74,Corto
1216,1217,2026-05-24 16:21:17,16,tech,5669,4124,124,30,43,556,5,4.78,14.26,Largo
1217,1218,2026-04-13 01:29:46,1,tech,2068,1608,62,16,18,382,4,5.97,16.79,Medio
1218,1219,2026-04-07 10:41:01,10,design,18056,12117,962,41,69,209,4,8.85,13.85,Corto
1219,1220,2026-03-23 23:49:37,23,tech,1580,1395,53,13,20,401,3,6.16,19.0,Medio
1220,1221,2026-06-24 09:06:50,9,design,5728,4402,253,23,9,309,6,6.47,9.47,Corto
1221,1222,2026-06-04 10:03:49,10,tech,3770,3044,82,17,59,443,6,5.19,20.43,Medio
1222,1223,2026-08-11 23:14:29,23,tech,646,558,13,3,8,622,8,4.3,15.95,Largo
1223,1224,2026-07-22 18:24:00,18,tech,4742,3974,153,30,52,314,7,5.91,17.34,Corto
1224,1225,2026-07-21 14:48:39,14,design,1296,860,75,5,4,250,7,9.77,14.77,Corto
1225,1226,2026-05-14 09:42:43,9,tech,7531,5365,157,78,101,362,5,6.26,23.8,Corto
1226,1227,2026-04-30 11:32:37,11,business,56836,44300,971,308,298,91,4,3.56,10.35,Muy Corto
1227,1228,2026-07-10 17:55:14,17,business,8305,5634,122,26,55,122,7,3.6,11.82,Muy Corto
1228,1229,2026-08-12 13:38:41,13,tech,5212,4121,105,51,60,422,8,5.24,19.15,Medio
1229,1230,2026-03-31 17:31:56,17,tech,2791,2537,58,24,45,490,3,5.01,20.26,Medio
1230,1231,2026-04-11 08:34:02,8,tech,14250,10688,347,64,101,382,4,4.79,13.2,Medio
