id_post,fecha_publicacion,hora,categoria,impresiones,vistas,likes,comentarios,shares,longitud
1137,2026-08-14 10:30:13,10,tech,2074,1373,36,12,25,383
1138,2026-02-22 09:42:48,9,design,1819,1253,75,8,6,369
1139,2026-04-19 09:25:49,9,tech,20859,14317,356,129,266,577
1140,2026-04-18 17:41:32,17,tech,17257,14911,440,165,198,428
1141,2026-07-04 11:28:34,11,tech,8077,6014,223,76,89,572
1142,2026-03-27 15:27:27,15,tech,691,555,17,4,7,379
1143,2026-08-14 09:36:34,9,tech,12485,10704,330,54,185,214
1144,2026-03-10 08:06:14,8,design,11051,8508,678,51,29,257
1145,2026-02-28 10:04:32,10,tech,1528,1236,47,6,14,333
1146,2026-06-28 19:03:31,19,design,1339,1145,67,5,5,350
1147,2026-08-18 10:01:24,10,tech,3529,2614,101,16,27,410
1148,2026-04-16 13:39:08,13,design,1343,1230,80,6,6,210
1149,2026-08-01 09:23:42,9,tech,3667,3005,111,16,56,372
1150,2026-07-16 16:41:10,16,design,2510,1774,116,13,5,282
1151,2026-07-10 10:13:13,10,design,1805,1691,98,6,9,340
1152,2026-03-11 10:55:40,10,tech,3655,3274,108,39,62,478
1153,2026-07-01 10:39:35,10,tech,6315,5600,181,75,81,361
1154,2026-06-14 11:36:21,11,design,29220,23529,1445,52,113,274
1155,2026-05-04 15:56:58,15,tech,10187,6919,206,63,124,512
1156,2026-07-27 11:42:23,11,tech,6255,5574,140,32,93,222
1157,2026-05-07 16:41:57,16,tech,9819,7489,170,83,106,492
1158,2026-04-15 10:07:10,10,business,2656,2090,37,14,16,136
1159,2026-04-08 09:58:16,9,tech,1079,1020,20,8,17,285
1160,2026-04-17 19:00:34,19,tech,18811,16568,633,141,171,488
1161,2026-04-27 09:15:24,9,design,13107,9669,849,28,47,306
1162,2026-06-28 11:42:36,11,tech,7208,5740,156,38,72,670
1163,2026-07-05 15:27:00,15,design,29038,19679,1515,152,60,324
1164,2026-06-23 22:43:51,22,design,1209,940,76,5,4,186
1165,2026-02-21 15:17:25,15,design,232,215,12,1,0,294
1166,2026-03-16 09:27:26,9,tech,973,815,18,8,15,339
1167,2026-02-24 09:42:55,9,tech,6284,4554,97,45,68,384
1168,2026-06-14 18:29:39,18,tech,13278,9263,236,91,160,451
1169,2026-04-05 12:43:59,12,business,10127,8124,208,31,62,134
1170,2026-05-26 07:07:41,7,tech,3732,3041,113,40,36,400
1171,2026-08-05 14:50:04,14,design,1273,993,85,3,4,315
1172,2026-06-10 09:25:44,9,tech,2640,2088,48,13,23,445
1173,2026-05-21 08:09:52,8,business,5277,3684,83,33,31,172
1174,2026-04-20 12:50:22,12,tech,6343,4455,98,60,45,406
1175,2026-07-10 16:46:14,16,tech,28921,20078,438,277,336,461
1176,2026-05-18 18:24:52,18,tech,9363,7421,270,94,119,540
1177,2026-03-13 08:32:00,8,tech,1590,1475,37,19,19,485
1178,2026-08-12 12:33:15,12,design,1075,909,47,4,5,324
1179,2026-07-14 11:47:16,11,business,2945,2518,70,9,18,203
1180,2026-03-09 15:33:12,15,tech,12581,11239,355,64,150,353
1181,2026-06-16 08:49:53,8,design,1557,1179,63,5,5,291
1182,2026-06-02 11:14:33,11,design,683,641,47,2,2,283
1183,2026-02-26 16:41:38,16,business,84646,73058,1381,441,443,154
1184,2026-05-04 08:52:08,8,business,17799,11982,182,73,56,121
1185,2026-04-15 11:44:58,11,design,5842,4067,335,26,21,348
1186,2026-07-26 23:05:11,23,tech,3355,2611,66,16,44,341
1187,2026-06-06 10:59:35,10,tech,636,457,16,6,6,272
1188,2026-08-10 10:56:04,10,design,3101,2435,158,9,11,306
1189,2026-07-26 10:54:22,10,tech,715,610,16,6,9,387
1190,2026-07-22 14:26:30,14,tech,17300,15084,466,185,293,270
1191,2026-07-23 14:16:04,14,tech,3525,2896,94,21,53,415
1192,2026-06-24 07:19:22,7,business,4008,3178,69,21,17,148
1193,2026-04-26 04:44:37,4,tech,224,183,5,2,3,347
1194,2026-06-01 10:57:05,10,tech,3727,2732,79,24,35,297
1195,2026-04-23 19:23:41,19,tech,1007,813,29,5,8,372
1196,2026-04-07 13:28:16,13,tech,1417,1338,46,16,22,390
1197,2026-03-15 04:05:45,4,tech,1252,1115,32,12,19,309
1198,2026-07-21 18:22:22,18,tech,3954,2904,110,22,47,404
1199,2026-08-09 17:22:45,17,design,3981,3025,269,18,7,334
1200,2026-04-19 13:09:44,13,business,969,794,8,2,5,183
1201,2026-03-17 11:24:55,11,tech,1819,1497,42,15,12,303
1202,2026-07-18 12:12:05,12,design,1228,981,54,5,3,297
1203,2026-06-18 11:45:50,11,tech,7021,4659,121,62,55,324
1204,2026-06-28 15:12:09,15,tech,464,371,11,3,2,493
1205,2026-05-30 00:01:33,0,tech,3639,2457,74,27,25,376
1206,2026-07-25 07:19:54,7,business,2888,2067,25,15,10,96
1207,2026-06-27 13:41:28,13,tech,607,565,16,6,8,438
1208,2026-08-02 18:24:09,18,design,53724,35715,2903,130,97,340
1209,2026-04-27 15:33:07,15,tech,3883,2923,78,36,43,525
1210,2026-04-28 13:04:28,13,business,3675,2853,40,20,17,123
1211,2026-04-27 08:03:42,8,business,2259,1677,32,10,15,176
1212,2026-06-21 08:06:40,8,business,4335,3113,79,18,23,209
1213,2026-05-13 19:00:04,19,tech,1429,1192,26,9,15,316
1214,2026-06-10 18:57:16,18,tech,819,633,19,5,5,554
1215,2026-03-23 07:16:20,7,tech,8990,7526,250,52,88,352
1216,2026-06-16 18:59:21,18,design,2844,2513,138,19,7,287
1217,2026-05-24 16:21:17,16,tech,5669,4124,124,30,43,556
1218,2026-04-13 01:29:46,1,tech,2068,1608,62,16,18,382
1219,2026-04-07 10:41:01,10,design,18056,12117,962,41,69,209
1220,2026-03-23 23:49:37,23,tech,1580,1395,53,13,20,401
1221,2026-06-24 09:06:50,9,design,5728,4402,253,23,9,309
1222,2026-06-04 10:03:49,10,tech,3770,3044,82,17,59,443
1223,2026-08-11 23:14:29,23,tech,646,558,13,3,8,622
1224,2026-07-22 18:24:00,18,tech,4742,3974,153,30,52,314
1225,2026-07-21 14:48:39,14,design,1296,860,75,5,4,250
1226,2026-05-14 09:42:43,9,tech,7531,5365,157,78,101,362
1227,2026-04-30 11:32:37,11,business,56836,44300,971,308,298,91
1228,2026-07-10 17:55:14,17,business,8305,5634,122,26,55,122
1229,2026-08-12 13:38:41,13,tech,5212,4121,105,51,60,422
1230,2026-03-31 17:31:56,17,tech,2791,2537,58,24,45,490
1231,2026-04-11 08:34:02,8,tech,14250,10688,347,64,101,382
1232,2026-08-09 08:36:58,8,business,4507,3659,46,21,16,199
1233,2026-06-23 02:10:58,2,business,1694,1547,19,11,14,182
1234,2026-05-16 08:45:37,8,design,5553,4033,255,17,12,329
1235,2026-03-31 12:19:21,12,business,1949,1710,43,6,16,128
1236,2026-05-06 18:47:40,18,tech,4088,3574,137,48,58,545
1237,2026-06-22 18:18:24,18,tech,15439,14304,325,96,249,326
1238,2026-05-21 16:51:45,16,tech,983,769,26,6,13,341
1239,2026-06-07 15:39:46,15,tech,2349,1817,64,23,24,448
1240,2026-05-06 10:31:26,10,tech,4815,3169,70,26,59,429
1241,2026-06-18 15:38:09,15,tech,8715,6925,237,46,67,297
1242,2026-04-27 16:39:21,16,tech,3018,2185,83,16,39,370
1243,2026-07-09 00:10:52,0,design,29470,19829,1561,158,59,295
1244,2026-07-24 17:22:59,17,tech,10225,9571,352,108,86,290
1245,2026-04-09 08:40:46,8,tech,3898,3450,101,20,33,362
1246,2026-06-24 11:07:10,11,business,5453,4894,145,48,23,76
1247,2026-07-04 15:00:36,15,tech,4946,3870,135,47,48,323
1248,2026-07-16 10:55:34,10,tech,4831,3565,75,51,63,372
1249,2026-03-19 05:36:30,5,business,669,472,12,2,4,102
1250,2026-03-13 10:55:56,10,tech,1342,964,29,14,16,439
1251,2026-04-19 16:00:17,16,design,4637,4044,218,26,11,344
1252,2026-05-22 23:49:41,23,design,3425,2639,150,13,9,341
1253,2026-06-01 20:34:05,20,tech,12125,9363,237,129,131,501
1254,2026-07-01 08:52:42,8,tech,823,564,21,6,7,512
1255,2026-07-26 11:59:49,11,tech,2726,1810,68,23,20,273
1256,2026-07-07 16:36:15,16,design,2025,1556,91,9,6,298
1257,2026-03-17 11:26:35,11,design,1623,1326,79,3,7,219
1258,2026-06-03 12:41:06,12,tech,5177,4483,103,29,39,378
1259,2026-02-21 14:51:22,14,design,1871,1700,119,8,4,264
1260,2026-05-19 20:31:09,20,design,3699,2640,213,14,11,277
1261,2026-04-27 14:30:48,14,tech,7816,7368,161,94,72,594
1262,2026-07-27 11:49:57,11,business,5001,3427,87,31,21,181
1263,2026-06-14 10:15:51,10,business,4281,3674,50,25,25,148
1264,2026-05-03 05:44:17,5,tech,356,335,12,2,2,648
1265,2026-06-27 01:12:13,1,tech,94050,70084,2240,429,1271,190
1266,2026-04-04 17:08:18,17,tech,1986,1664,50,17,22,551
1267,2026-04-06 11:56:54,11,tech,3861,3654,143,24,65,308
1268,2026-08-15 12:33:47,12,business,5077,4529,50,30,32,183
1269,2026-07-07 09:31:39,9,tech,11744,8024,206,56,90,459
1270,2026-06-16 22:44:50,22,tech,3884,2884,81,15,32,456
1271,2026-02-21 23:30:30,23,tech,79269,68693,2740,843,680,631
1272,2026-04-21 11:30:30,11,tech,10020,7459,180,92,64,472
1273,2026-08-19 07:37:29,7,business,450,319,4,1,1,118
1274,2026-04-26 04:21:19,4,design,2318,1712,127,13,8,356
1275,2026-07-06 13:21:11,13,design,4634,4222,356,22,18,283
1276,2026-06-26 08:42:35,8,business,8199,6988,186,39,38,132
1277,2026-06-21 17:59:44,17,tech,7613,5996,182,65,103,403
1278,2026-07-11 11:44:55,11,design,505,365,31,1,1,289
1279,2026-05-28 11:51:56,11,business,953,648,10,4,6,118
1280,2026-05-17 10:36:38,10,tech,1049,889,31,9,7,387
1281,2026-07-13 18:14:39,18,design,4292,3921,302,20,19,309
1282,2026-06-15 11:36:34,11,tech,631,583,16,5,6,386
1283,2026-05-12 16:35:54,16,tech,1164,1014,21,7,13,396
1284,2026-06-26 09:28:46,9,design,1824,1369,80,8,3,306
1285,2026-02-21 19:24:45,19,tech,9715,6756,237,55,96,460
1286,2026-06-02 12:52:27,12,business,4698,4212,59,28,32,168
1287,2026-04-05 13:52:45,13,design,4794,4235,214,33,21,351
1288,2026-05-15 13:29:49,13,business,17019,11571,303,63,107,139
1289,2026-03-23 11:44:57,11,business,910,829,10,3,3,243
1290,2026-07-05 21:18:06,21,tech,1315,932,23,8,10,401
1291,2026-03-22 07:49:53,7,tech,1807,1217,39,13,10,425
1292,2026-05-22 10:30:10,10,design,3460,2928,254,10,9,302
1293,2026-07-02 11:47:00,11,tech,24686,18263,647,134,214,384
1294,2026-08-06 06:47:05,6,design,1279,951,58,4,2,275
1295,2026-05-30 19:37:15,19,business,34056,28057,417,113,247,184
1296,2026-03-10 10:38:10,10,business,23132,21688,565,152,132,143
1297,2026-03-12 09:51:13,9,design,979,858,63,6,1,282
1298,2026-05-06 08:44:05,8,design,5202,3772,263,12,19,321
1299,2026-03-27 09:57:37,9,tech,1748,1610,48,22,16,503
1300,2026-06-13 08:28:51,8,tech,32047,22130,466,145,195,328
1301,2026-06-01 12:56:29,12,tech,1013,885,34,11,8,353
1302,2026-08-07 08:34:58,8,tech,25601,19326,412,136,275,345
1303,2026-08-10 23:05:17,23,design,15351,14185,1117,85,37,278
1304,2026-05-10 08:02:17,8,tech,3041,2659,89,35,22,318
1305,2026-03-03 06:59:18,6,tech,4861,4196,166,32,67,414
1306,2026-07-07 15:06:57,15,design,554,474,37,3,1,236
1307,2026-06-14 12:42:31,12,business,3606,3034,88,28,29,138
1308,2026-04-12 10:32:01,10,business,913,695,16,4,6,177
1309,2026-08-11 18:56:29,18,tech,977,662,16,3,6,418
1310,2026-07-19 15:37:40,15,tech,3160,2231,54,20,26,499
1311,2026-04-14 17:41:14,17,tech,89708,69959,1499,782,1248,378
1312,2026-05-31 15:18:28,15,design,20370,15598,1289,72,66,202
1313,2026-03-13 13:15:33,13,tech,585,528,14,3,10,269
1314,2026-04-07 08:34:23,8,tech,2620,2193,53,30,38,345
1315,2026-03-24 13:36:46,13,business,2069,1580,37,9,14,155
1316,2026-04-25 14:27:04,14,business,16141,14554,275,138,141,117
1317,2026-04-13 15:50:45,15,design,4693,3922,236,20,13,279
1318,2026-03-25 10:41:10,10,design,5193,3449,237,24,18,244
1319,2026-08-05 09:34:24,9,tech,9121,8502,302,48,162,353
1320,2026-04-11 19:21:25,19,business,5425,5025,55,25,41,163
1321,2026-05-08 09:01:23,9,tech,3572,2464,56,31,47,574
1322,2026-07-12 00:04:10,0,design,404,381,23,2,1,303
1323,2026-08-08 18:55:45,18,tech,12665,9216,255,90,171,423
1324,2026-06-23 17:51:02,17,design,18820,15535,1076,73,74,336
1325,2026-02-21 07:02:57,7,business,3780,3362,34,15,22,159
1326,2026-05-11 11:26:48,11,tech,8829,8303,166,80,159,225
1327,2026-06-22 07:30:54,7,tech,7584,5146,125,61,82,343
1328,2026-03-06 12:40:05,12,business,4959,3796,68,21,26,126
1329,2026-07-04 10:58:32,10,tech,2159,1607,48,17,18,498
1330,2026-07-25 16:44:39,16,tech,5192,4907,121,70,70,564
1331,2026-05-16 16:49:03,16,tech,1505,1284,42,10,11,529
1332,2026-08-16 20:59:55,20,design,1472,1245,75,2,4,294
1333,2026-03-22 21:45:57,21,tech,5915,4493,156,60,38,307
1334,2026-07-22 10:09:55,10,tech,2536,2079,79,13,18,344
1335,2026-03-05 11:39:39,11,business,522,395,8,1,2,164
1336,2026-04-21 12:56:00,12,business,2380,1803,48,8,16,153
1337,2026-07-27 08:59:25,8,business,5390,4170,121,36,25,150
1338,2026-05-22 16:45:50,16,tech,1143,928,28,9,17,553
1339,2026-07-29 16:55:47,16,design,5102,3851,294,16,10,233
1340,2026-04-11 18:04:38,18,tech,2777,2418,49,22,47,253
1341,2026-05-04 20:50:50,20,tech,764,555,18,7,8,398
1342,2026-06-02 16:49:18,16,tech,34768,23921,648,268,375,192
1343,2026-06-20 10:27:03,10,tech,2626,2326,52,13,20,365
1344,2026-03-17 16:39:10,16,tech,2307,2159,53,21,40,414
1345,2026-06-23 17:32:09,17,design,4896,3594,293,17,10,303
1346,2026-05-19 18:33:02,18,tech,14776,13571,521,172,261,356
1347,2026-07-16 18:42:52,18,design,7316,6006,522,30,12,268
1348,2026-08-04 18:53:12,18,business,6653,5555,115,53,46,133
1349,2026-07-15 16:25:34,16,tech,701,598,18,7,10,620
1350,2026-07-08 16:35:48,16,business,1244,972,21,9,7,162
1351,2026-07-25 11:30:02,11,tech,5081,4588,116,27,52,298
1352,2026-06-28 09:21:55,9,tech,11891,9318,323,124,108,376
1353,2026-03-27 17:43:04,17,design,3300,2333,188,6,6,345
1354,2026-05-04 08:30:20,8,business,1253,954,16,7,6,168
1355,2026-03-17 10:20:33,10,tech,2486,2226,88,31,33,437
1356,2026-05-11 14:47:07,14,business,2509,2255,60,16,13,151
1357,2026-06-24 12:28:15,12,tech,5349,3745,106,52,71,719
1358,2026-06-17 16:14:06,16,design,372,284,14,2,1,279
1359,2026-05-27 13:47:40,13,tech,1818,1517,50,22,23,463
1360,2026-07-19 13:51:38,13,tech,4355,4104,144,46,42,249
1361,2026-04-08 10:44:40,10,design,3427,2246,189,5,6,321
1362,2026-04-06 15:57:19,15,design,3919,3281,213,24,17,352
1363,2026-07-10 13:39:45,13,tech,770,641,24,8,7,308
1364,2026-04-07 09:48:53,9,business,10442,7497,94,58,41,95
1365,2026-05-26 08:11:27,8,tech,3177,2423,76,27,30,418
1366,2026-06-11 07:48:54,7,design,470,418,30,0,2,215
1367,2026-07-21 13:02:28,13,tech,900,809,21,7,16,511
1368,2026-08-10 10:04:03,10,business,1379,1166,33,4,5,191
1369,2026-07-28 11:09:21,11,design,13641,8945,483,51,38,287
1370,2026-02-23 10:19:43,10,tech,11376,9177,306,106,132,517
1371,2026-07-28 17:20:04,17,tech,9738,8048,211,73,147,600
1372,2026-03-28 06:04:23,6,tech,5590,3679,124,46,38,403
1373,2026-06-20 15:19:59,15,design,905,684,46,1,2,310
1374,2026-05-29 09:06:34,9,business,5703,3981,43,33,16,56
1375,2026-05-15 04:18:36,4,design,674,461,35,1,2,276
1376,2026-06-11 21:42:52,21,tech,1751,1534,49,19,17,509
1377,2026-05-14 11:25:53,11,business,12094,9860,101,87,80,132
1378,2026-03-04 16:42:15,16,tech,852,619,18,6,6,486
1379,2026-03-23 14:56:17,14,tech,1531,1013,33,6,14,325
1380,2026-06-20 00:34:46,0,business,6825,4900,118,20,32,147
1381,2026-03-02 17:10:59,17,business,55461,52456,685,330,405,91
1382,2026-05-24 19:16:45,19,tech,9050,6690,216,87,75,391
1383,2026-02-25 08:33:54,8,design,1408,1238,96,8,6,297
1384,2026-04-06 12:31:38,12,tech,1864,1705,46,21,30,337
1385,2026-07-17 20:27:56,20,tech,7536,6555,192,52,94,540
1386,2026-05-08 10:11:57,10,tech,5632,5133,166,57,94,310
1387,2026-05-21 10:59:56,10,tech,7714,6216,182,53,115,358
1388,2026-06-22 08:08:50,8,tech,4026,3724,83,52,52,435
1389,2026-04-08 17:20:24,17,tech,1914,1682,56,8,13,543
1390,2026-06-28 09:46:56,9,design,5145,4165,331,22,12,285
1391,2026-04-01 07:18:14,7,design,16878,13430,1028,100,60,286
1392,2026-04-28 11:52:33,11,design,1055,883,67,5,4,246
1393,2026-05-05 12:23:27,12,business,9886,8525,110,30,65,169
1394,2026-08-04 08:59:28,8,business,7439,5204,131,24,50,101
1395,2026-04-08 10:45:58,10,tech,18286,15574,342,120,310,571
1396,2026-05-27 15:41:08,15,tech,607,572,16,4,7,326
1397,2026-05-29 06:30:59,6,tech,5886,4312,137,37,39,301
1398,2026-07-12 15:15:29,15,design,1165,825,71,5,3,339
1399,2026-08-01 17:07:26,17,tech,7083,5990,223,51,57,486
1400,2026-06-06 12:58:17,12,design,508,425,27,2,1,319
1401,2026-04-21 08:11:04,8,design,23405,20867,1715,151,49,231
1402,2026-08-11 14:32:14,14,design,1023,665,37,4,3,267
1403,2026-02-21 10:57:48,10,design,1572,1331,102,3,2,337
1404,2026-05-29 17:54:56,17,design,19753,14840,1233,76,80,242
1405,2026-06-15 13:30:30,13,tech,883,591,13,7,7,295
1406,2026-03-21 04:14:54,4,tech,2650,2064,45,29,28,306
1407,2026-08-15 19:42:36,19,design,1051,756,48,3,1,381
1408,2026-06-17 06:41:05,6,business,684,482,11,2,3,227
1409,2026-03-10 10:52:24,10,tech,3228,2172,71,11,28,359
1410,2026-04-12 18:02:19,18,business,1015,956,21,8,6,138
1411,2026-07-14 13:18:30,13,business,3547,2934,69,16,22,137
1412,2026-05-28 17:51:48,17,design,6997,6197,368,31,15,293
1413,2026-07-13 17:50:19,17,business,16399,11798,280,46,110,145
1414,2026-07-06 18:38:34,18,business,11488,7607,171,70,47,141
1415,2026-04-21 01:36:29,1,tech,1314,1242,45,14,15,407
1416,2026-04-13 17:23:44,17,design,10939,9033,493,38,47,262
1417,2026-04-15 09:47:52,9,design,10698,9208,527,58,29,324
1418,2026-07-26 18:47:59,18,business,5103,4232,47,30,27,163
1419,2026-04-20 06:22:04,6,tech,2142,1700,48,25,27,219
1420,2026-05-07 09:03:00,9,design,12682,12008,952,66,37,288
1421,2026-07-23 16:50:21,16,business,3999,3260,44,29,15,107
1422,2026-07-20 07:27:43,7,design,2670,2311,122,13,13,305
1423,2026-04-08 15:31:15,15,design,7423,6279,324,20,21,280
1424,2026-03-28 12:17:06,12,tech,292,196,6,2,2,466
1425,2026-04-26 11:40:22,11,tech,2086,1827,51,15,17,504
1426,2026-07-13 09:37:21,9,design,11690,10649,536,67,57,339
1427,2026-07-23 23:23:57,23,design,2181,1484,130,8,4,277
1428,2026-05-14 12:26:17,12,design,2017,1475,83,3,4,314
1429,2026-07-05 13:07:02,13,business,25160,17544,367,127,127,159
1430,2026-03-03 16:08:38,16,business,1986,1821,29,10,9,211
1431,2026-07-19 23:01:51,23,design,806,551,34,4,2,258
1432,2026-07-25 13:51:06,13,design,1583,1308,112,5,3,250
1433,2026-04-27 03:55:28,3,design,2105,1436,109,10,7,217
1434,2026-04-05 13:55:46,13,tech,310,213,6,3,2,268
1435,2026-08-09 03:36:12,3,tech,5835,5271,131,36,101,288
1436,2026-06-29 07:32:36,7,tech,2544,2171,53,26,22,377
1437,2026-06-26 10:41:02,10,tech,12037,10080,346,85,152,558
1438,2026-03-14 16:52:21,16,design,6785,6376,376,38,14,299
1439,2026-04-02 10:09:46,10,design,1479,1227,71,7,5,295
1440,2026-07-09 09:24:43,9,tech,3147,2588,81,15,39,514
1441,2026-08-13 07:42:07,7,business,1009,730,16,4,4,180
1442,2026-06-11 10:40:50,10,tech,1835,1498,35,21,20,326
1443,2026-03-22 18:55:34,18,tech,3279,2595,71,20,32,454
1444,2026-02-28 22:36:18,22,tech,1605,1443,29,20,16,427
1445,2026-04-25 23:28:39,23,tech,7116,6218,208,56,68,407
1446,2026-05-27 16:21:07,16,business,723,524,7,3,2,167
1447,2026-03-23 13:07:44,13,business,4224,2997,52,27,19,108
1448,2026-07-17 08:12:43,8,design,2758,2430,197,17,7,324
1449,2026-05-05 09:44:24,9,business,831,569,12,2,5,160
1450,2026-08-18 14:50:32,14,business,4271,3971,60,33,23,149
1451,2026-03-13 08:03:06,8,tech,20905,19280,653,107,308,435
1452,2026-03-29 09:34:21,9,business,6951,6109,93,40,48,125
1453,2026-05-25 08:59:20,8,tech,2592,1820,60,23,19,367
1454,2026-07-01 06:13:39,6,design,1272,1188,75,8,2,327
1455,2026-03-05 11:40:41,11,business,2597,2211,37,17,9,105
1456,2026-05-05 11:37:54,11,design,4660,3398,175,10,9,295
1457,2026-07-04 15:30:50,15,tech,2725,1788,47,11,19,340
1458,2026-03-28 09:04:36,9,design,16673,11831,944,51,43,297
1459,2026-04-04 09:32:02,9,design,12772,11992,974,39,48,409
1460,2026-06-02 16:02:08,16,business,1860,1627,36,7,11,132
1461,2026-02-27 00:41:44,0,tech,9109,6096,241,79,65,536
1462,2026-04-09 11:31:55,11,business,920,646,16,4,4,177
1463,2026-05-31 15:18:07,15,design,688,455,31,3,1,347
1464,2026-03-11 10:35:18,10,tech,2436,1633,48,22,21,486
1465,2026-05-09 19:08:44,19,design,2961,2242,194,15,7,343
1466,2026-03-19 11:58:53,11,tech,3930,2826,89,23,23,515
1467,2026-05-27 14:55:14,14,tech,1464,1371,41,7,12,296
1468,2026-06-06 10:04:29,10,tech,2161,2013,43,14,23,430
1469,2026-02-28 17:23:15,17,business,1298,930,12,6,4,131
1470,2026-03-22 18:07:45,18,tech,2952,2761,75,29,37,406
1471,2026-06-08 16:29:36,16,design,16985,12065,715,91,55,315
1472,2026-07-20 17:14:25,17,design,1420,1090,66,2,5,240
1473,2026-07-12 16:31:03,16,tech,277,187,7,2,2,473
1474,2026-04-24 07:34:36,7,business,608,560,7,2,4,209
1475,2026-04-09 15:20:37,15,tech,6194,4755,182,71,90,521
1476,2026-03-05 13:11:51,13,business,5569,4609,52,28,39,131
1477,2026-04-11 01:59:25,1,tech,1142,920,24,11,12,257
1478,2026-04-02 09:12:11,9,tech,1950,1651,49,21,31,242
1479,2026-03-30 10:28:50,10,tech,3544,3013,85,19,55,368
1480,2026-05-17 11:57:57,11,design,4223,3144,248,8,16,290
1481,2026-05-30 08:11:21,8,tech,673,536,12,2,7,445
1482,2026-05-10 13:01:14,13,design,3160,2827,222,12,13,281
1483,2026-05-15 07:27:22,7,tech,376,249,7,1,3,271
1484,2026-06-30 17:39:10,17,design,61925,41760,2475,209,118,303
1485,2026-06-09 08:50:36,8,tech,2703,1805,51,16,31,503
1486,2026-05-13 12:38:35,12,tech,1147,912,22,5,8,326
1487,2026-04-04 13:53:26,13,tech,5178,4781,124,37,85,509
1488,2026-05-05 21:33:56,21,design,5970,5168,347,31,10,295
1489,2026-03-15 07:36:29,7,design,10355,8329,536,27,43,324
1490,2026-06-15 13:27:00,13,tech,6900,5967,150,86,118,457
1491,2026-03-08 10:16:07,10,design,2417,2070,125,5,8,312
1492,2026-06-18 13:12:59,13,design,4675,3757,241,17,20,337
1493,2026-03-17 12:29:37,12,tech,21616,19136,514,222,235,456
1494,2026-06-17 12:18:20,12,tech,20155,15054,491,149,283,574
1495,2026-03-21 00:46:57,0,business,701,621,9,2,3,130
1496,2026-05-08 12:08:39,12,business,1131,1011,25,5,5,116
1497,2026-08-11 23:01:58,23,design,536,472,35,3,1,310
1498,2026-04-03 15:39:05,15,design,5336,4200,377,28,10,310
1499,2026-03-13 09:20:39,9,tech,850,617,14,3,5,398
1500,2026-07-14 09:36:44,9,design,12285,10291,676,44,45,226
1501,2026-07-18 11:56:34,11,business,846,661,19,3,3,190
1502,2026-08-17 09:13:25,9,design,3379,3023,262,13,7,318
1503,2026-07-11 03:42:26,3,tech,530,383,11,4,6,207
1504,2026-06-25 23:22:37,23,tech,8409,5900,145,66,109,346
1505,2026-05-04 21:30:24,21,tech,4449,3341,75,30,51,603
1506,2026-05-26 19:34:09,19,tech,17130,11391,228,80,169,309
1507,2026-07-08 19:52:59,19,business,5169,4546,115,31,26,184
1508,2026-06-30 15:51:31,15,design,7609,5302,285,11,31,346
1509,2026-06-20 08:24:07,8,tech,18809,13272,350,88,125,507
1510,2026-04-14 16:35:43,16,design,3367,2352,166,12,9,260
1511,2026-03-24 17:28:53,17,business,11951,10368,222,59,48,165
1512,2026-06-16 12:32:32,12,tech,3829,3152,91,31,26,505
1513,2026-08-06 08:12:45,8,business,2366,2025,56,15,12,218
1514,2026-07-24 06:13:03,6,business,14714,9744,135,50,86,141
1515,2026-05-25 09:08:32,9,tech,6973,5674,151,60,80,258
1516,2026-08-17 11:56:38,11,tech,10338,7523,270,79,145,345
1517,2026-04-25 13:42:49,13,tech,7109,5591,177,54,104,539
1518,2026-03-29 16:45:17,16,tech,4903,4096,83,43,65,566
1519,2026-03-22 12:43:08,12,design,6024,4286,335,28,20,298
1520,2026-03-22 06:52:22,6,design,1902,1638,107,7,8,343
1521,2026-05-22 09:19:18,9,business,66995,58757,1406,282,368,109
1522,2026-03-10 08:05:27,8,tech,3361,3003,104,28,42,449
1523,2026-02-22 15:59:22,15,design,1129,760,58,2,1,333
1524,2026-03-06 17:25:41,17,tech,978,734,16,4,7,162
1525,2026-04-28 14:27:35,14,tech,3508,3167,65,26,37,394
1526,2026-05-29 16:22:24,16,tech,740,512,14,4,6,273
1527,2026-04-25 13:29:26,13,tech,2294,1943,58,25,36,416
1528,2026-07-28 19:44:59,19,tech,3928,2804,68,27,34,348
1529,2026-06-08 09:41:02,9,business,14481,10048,104,69,88,157
1530,2026-05-07 13:05:28,13,tech,1012,772,15,5,11,317
1531,2026-04-11 19:06:02,19,tech,12301,10137,324,147,183,281
1532,2026-04-12 13:37:14,13,design,6301,5115,408,32,22,333
1533,2026-04-02 14:41:06,14,design,29347,21637,1872,71,44,342
1534,2026-06-28 16:05:00,16,business,5461,4990,72,28,20,113
1535,2026-08-12 12:05:02,12,tech,4094,3867,117,53,42,383
1536,2026-08-02 17:25:42,17,design,970,907,72,2,4,247
1537,2026-05-18 17:31:45,17,business,387,287,4,2,1,137
1538,2026-04-11 09:47:13,9,design,7685,6410,373,48,20,359
1539,2026-05-18 10:34:38,10,design,2369,2039,109,9,6,328
1540,2026-05-12 14:05:45,14,tech,3039,2024,62,30,33,301
1541,2026-06-27 23:59:00,23,business,2692,2332,29,15,13,176
1542,2026-08-02 13:47:51,13,tech,4827,4461,175,23,86,340
1543,2026-04-05 18:24:34,18,design,16437,10868,884,33,24,316
1544,2026-03-06 09:44:12,9,tech,1766,1571,54,8,16,552
